Date,Squad,Home_Away,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event
2022-01-02,Aston Villa,Away,1,16,Danny Ings,Goal,17,Left Foot,,Emi Buendía,Pass (Live),Emi Buendía,Dribble
2022-01-02,Aston Villa,Away,1,23,Ezri Konsa,Wayward,5,Head,,Douglas Luiz,Pass (Dead),Jacob Ramsey,Pass (Live)
2022-01-02,Aston Villa,Away,1,28,John McGinn,Off Target,27,Left Foot,,Danny Ings,Pass (Live),Bertrand Traoré,Pass (Live)
2022-01-02,Aston Villa,Away,1,31,Emi Buendía,Blocked,16,Right Foot,Half volley,,,,
2022-01-02,Aston Villa,Away,2,53,Emi Buendía,Off Target,29,Right Foot,,Matt Targett,Pass (Live),Jacob Ramsey,Pass (Live)
2022-01-02,Aston Villa,Away,2,61,Matt Targett,Saved,14,Left Foot,Volley,Douglas Luiz,Pass (Live),Bertrand Traoré,Pass (Live)
2022-01-02,Aston Villa,Away,2,63,Danny Ings,Blocked,19,Left Foot,,Emi Buendía,Pass (Live),Matt Targett,Pass (Live)
2022-01-02,Aston Villa,Away,2,63,Emi Buendía,Off Target,7,Head,,Matt Targett,Pass (Dead),Danny Ings,Shot
2022-01-02,Aston Villa,Away,2,82,Danny Ings,Saved,10,Head,,John McGinn,Pass (Dead),Matty Cash,Fouled
2022-01-02,Aston Villa,Away,2,85,Danny Ings,Saved,10,Right Foot,,John McGinn,Pass (Live),Douglas Luiz,Pass (Live)
2022-01-02,Aston Villa,Away,2,90,Trézéguet,Blocked,21,Right Foot,,Emi Buendía,Pass (Live),Morgan Sanson,Pass (Live)
2022-01-02,Aston Villa,Away,2,90,Emi Buendía,Blocked,21,Right Foot,,Danny Ings,Pass (Live),,
2022-01-02,Aston Villa,Away,2,90,Matt Targett,Off Target,9,Head,,John McGinn,Pass (Live),Matty Cash,Pass (Live)
2022-01-02,Aston Villa,Away,2,90+2,Emi Buendía,Saved,11,Head,,,,,
2022-01-02,Everton,Home,1,20,Anthony Gordon,Off Target,29,Right Foot,Half volley,,,,
2022-01-02,Everton,Home,1,22,Demarai Gray,Blocked,6,Left Foot,,Demarai Gray,Dribble,,
2022-01-02,Everton,Home,1,25,Dominic Calvert-Lewin (pen),Off Target,12,Right Foot,,Anthony Gordon,Fouled,Demarai Gray,Shot
2022-01-02,Everton,Home,1,30,Dominic Calvert-Lewin,Saved,8,Head,,Ben Godfrey,Pass (Live),Demarai Gray,Pass (Live)
2022-01-02,Everton,Home,1,40,Anthony Gordon,Saved,15,Left Foot,Deflected,Anthony Gordon,Tackle,,
2022-01-02,Everton,Home,2,49,Dominic Calvert-Lewin,Blocked,10,Right Foot,,Demarai Gray,Pass (Live),Séamus Coleman,Pass (Live)
2022-01-02,Everton,Home,2,53,Anthony Gordon,Goal,23,Left Foot,Deflected,Allan,Pass (Live),Jonjoe Kenny,Pass (Live)
2022-01-02,Everton,Home,2,54,Dominic Calvert-Lewin,Wayward,6,Head,,Jonjoe Kenny,Pass (Live),Allan,Pass (Live)
2022-01-02,Everton,Home,2,56,Demarai Gray,Saved,21,Right Foot,,Anthony Gordon,Pass (Dead),,
2022-01-02,Everton,Home,2,57,Abdoulaye Doucouré,Blocked,14,Right Foot,,,,,
2022-01-02,Everton,Home,2,63,Séamus Coleman,Off Target,23,Right Foot,,Demarai Gray,Pass (Live),Anthony Gordon,Pass (Dead)
2022-01-02,Everton,Home,2,68,Allan,Saved,29,Right Foot,,Demarai Gray,Pass (Live),Séamus Coleman,Pass (Live)
2022-01-02,Everton,Home,2,76,Anthony Gordon,Goal,12,Right Foot,Half volley,Jonjoe Kenny,Pass (Live),Dominic Calvert-Lewin,Pass (Live)
2022-01-02,Everton,Home,2,88,Anthony Gordon,Off Target,7,Right Foot,,Salomón Rondón,Pass (Live),Salomón Rondón,Dribble
2022-01-02,Everton,Home,2,90,Salomón Rondón,Off Target,11,Left Foot,Volley,André Gomes,Pass (Live),,
2022-01-02,Everton,Home,2,90+2,Michael Keane,Off Target,31,Left Foot,Half volley,,,,
2022-01-02,Everton,Home,2,90+4,Salomón Rondón,Blocked,13,Right Foot,,Ben Godfrey,Pass (Live),André Gomes,Pass (Live)
2022-01-02,Brighton,Away,1,3,Alexis Mac Allister,Goal,8,Right Foot,Volley,Neal Maupay,Pass (Live),Joël Veltman,Pass (Live)
2022-01-02,Brighton,Away,1,7,Alexis Mac Allister,Blocked,25,Left Foot,,,,,
2022-01-02,Brighton,Away,1,10,Leandro Trossard,Blocked,22,Right Foot,,Neal Maupay,Pass (Live),Leandro Trossard,Pass (Live)
2022-01-02,Brighton,Away,1,21,Yves Bissouma,Blocked,11,Right Foot,,Yves Bissouma,Dribble,Alexis Mac Allister,Pass (Live)
2022-01-02,Brighton,Away,1,21,Dan Burn,Goal,2,Head,Open goal,Enock Mwepu,Pass (Live),Alexis Mac Allister,Pass (Dead)
2022-01-02,Brighton,Away,1,38,Adam Lallana,Saved,24,Right Foot,,,,,
2022-01-02,Brighton,Away,1,39,Dan Burn,Saved,10,Head,,Alexis Mac Allister,Pass (Dead),Adam Lallana,Pass (Live)
2022-01-02,Brighton,Away,1,45,Neal Maupay,Off Target,20,Left Foot,,Neal Maupay,Dribble,Leandro Trossard,Pass (Live)
2022-01-02,Brighton,Away,2,59,Marc Cucurella,Wayward,21,Left Foot,,Leandro Trossard,Pass (Live),Neal Maupay,Pass (Live)
2022-01-02,Brighton,Away,2,60,Adam Lallana,Wayward,22,Left Foot,Half volley,,,,
2022-01-02,Brighton,Away,2,71,Alexis Mac Allister,Goal,22,Right Foot,Half volley,Enock Mwepu,Pass (Live),Leandro Trossard,Pass (Live)
2022-01-02,Brighton,Away,2,73,Yves Bissouma,Blocked,24,Right Foot,Volley,,,,
2022-01-02,Chelsea,Home,1,16,Mason Mount,Blocked,13,Right Foot,,César Azpilicueta,Pass (Live),Mateo Kovačić,Pass (Live)
2022-01-02,Chelsea,Home,1,19,Marcos Alonso,Off Target,11,Left Foot,Volley,Mason Mount,Pass (Live),N'Golo Kanté,Pass (Live)
2022-01-02,Chelsea,Home,1,41,Marcos Alonso,Saved,21,Left Foot,Free kick,Kai Havertz,Fouled,César Azpilicueta,Pass (Live)
2022-01-02,Chelsea,Home,1,42,Mateo Kovačić,Goal,22,Right Foot,Volley,Marcos Alonso,Shot,,
2022-01-02,Chelsea,Home,1,45+1,Christian Pulisic,Goal,13,Left Foot,Half volley,N'Golo Kanté,Pass (Live),Antonio Rüdiger,Pass (Live)
2022-01-02,Chelsea,Home,1,45+3,Kai Havertz,Blocked,14,Left Foot,,Marcos Alonso,Pass (Live),Christian Pulisic,Pass (Live)
2022-01-02,Chelsea,Home,1,45+3,Mason Mount,Off Target,10,Right Foot,Volley,Kai Havertz,Shot,,
2022-01-02,Chelsea,Home,2,51,Marcos Alonso,Off Target,14,Right Foot,,N'Golo Kanté,Pass (Live),N'Golo Kanté,Dribble
2022-01-02,Chelsea,Home,2,62,Christian Pulisic,Saved,9,Left Foot,Half volley,Marcos Alonso,Pass (Live),Kai Havertz,Pass (Live)
2022-01-02,Chelsea,Home,2,72,Christian Pulisic,Off Target,22,Left Foot,,N'Golo Kanté,Pass (Live),Mateo Kovačić,Pass (Live)
2022-01-02,Chelsea,Home,2,82,Mason Mount,Blocked,28,Right Foot,Free kick,Mateo Kovačić,Fouled,Marcos Alonso,Pass (Dead)
2022-01-02,Chelsea,Home,2,82,Mason Mount,Saved,26,Right Foot,Half volley,Mason Mount,Shot,,
2022-01-02,Chelsea,Home,2,84,Marcos Alonso,Saved,31,Left Foot,Free kick,Callum Hudson-Odoi,Fouled,Mason Mount,Pass (Live)
2022-01-02,Chelsea,Home,2,86,Mateo Kovačić,Blocked,18,Right Foot,,Callum Hudson-Odoi,Pass (Live),Marcos Alonso,Pass (Live)
2022-01-02,Chelsea,Home,2,87,Antonio Rüdiger,Off Target,7,Head,,Mason Mount,Pass (Dead),Mateo Kovačić,Shot
2022-01-02,Liverpool,Away,1,6,Mohamed Salah,Saved,17,Right Foot,,Sadio Mané,Pass (Live),,
2022-01-02,Liverpool,Away,1,9,Sadio Mané,Goal,12,Left Foot,,Sadio Mané,Dribble,,
2022-01-02,Liverpool,Away,1,24,Trent Alexander-Arnold,Blocked,21,Right Foot,Half volley,,,,
2022-01-02,Liverpool,Away,1,25,Trent Alexander-Arnold,Wayward,22,Right Foot,Half volley,,,,
2022-01-02,Liverpool,Away,1,26,Mohamed Salah,Goal,9,Left Foot,,Trent Alexander-Arnold,Pass (Live),Fabinho,Pass (Live)
2022-01-02,Liverpool,Away,1,36,Mohamed Salah,Blocked,15,Left Foot,,Mohamed Salah,Dribble,,
2022-01-02,Liverpool,Away,2,57,Mohamed Salah,Saved,29,Left Foot,Lob,Diogo Jota,Pass (Live),,
2022-01-02,Liverpool,Away,2,58,Ibrahima Konaté,Off Target,7,Head,,Kostas Tsimikas,Pass (Dead),Mohamed Salah,Shot
2022-01-02,Liverpool,Away,2,58,Sadio Mané,Saved,18,Right Foot,,Sadio Mané,Dribble,Mohamed Salah,Pass (Live)
2022-01-02,Liverpool,Away,2,66,Kostas Tsimikas,Off Target,21,Left Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Dead)
2022-01-03,Manchester Utd,Away,1,7,Jadon Sancho,Blocked,20,Right Foot,,Mason Greenwood,Pass (Live),Nemanja Matić,Pass (Live)
2022-01-03,Manchester Utd,Away,1,20,Jadon Sancho,Blocked,13,Right Foot,,Aaron Wan-Bissaka,Pass (Live),Scott McTominay,Pass (Live)
2022-01-03,Manchester Utd,Away,1,26,Cristiano Ronaldo,Saved,24,Left Foot,,Scott McTominay,Pass (Live),Jadon Sancho,Pass (Live)
2022-01-03,Manchester Utd,Away,1,43,Edinson Cavani,Off Target,24,Right Foot,,Luke Shaw,Pass (Live),David de Gea,Pass (Live)
2022-01-03,Manchester Utd,Away,2,51,Mason Greenwood,Off Target,31,Left Foot,,Phil Jones,Pass (Live),Mason Greenwood,Pass (Live)
2022-01-03,Manchester Utd,Away,2,67,Bruno Fernandes,Woodwork,11,Right Foot,,Nemanja Matić,Pass (Live),Jadon Sancho,Pass (Dead)
2022-01-03,Manchester Utd,Away,2,69,Cristiano Ronaldo,Off Target,17,Left Foot,,Bruno Fernandes,Pass (Live),,
2022-01-03,Manchester Utd,Away,2,70,Scott McTominay,Blocked,15,Left Foot,,Scott McTominay,Dribble,Cristiano Ronaldo,Pass (Live)
2022-01-03,Manchester Utd,Away,2,90+6,Bruno Fernandes,Saved,23,Right Foot,Free kick,Phil Jones,Fouled,,
2022-01-03,Wolves,Away,1,2,João Moutinho,Blocked,28,Right Foot,,Francisco Trincão,Pass (Live),João Moutinho,Pass (Live)
2022-01-03,Wolves,Away,1,8,Fernando Marçal,Wayward,30,Left Foot,Half volley,,,,
2022-01-03,Wolves,Away,1,12,Daniel Podence,Saved,16,Left Foot,,Raúl Jiménez,Pass (Live),Conor Coady,Pass (Live)
2022-01-03,Wolves,Away,1,12,Rúben Neves,Saved,25,Right Foot,Volley,,,,
2022-01-03,Wolves,Away,1,13,Fernando Marçal,Off Target,29,Left Foot,Volley,,,,
2022-01-03,Wolves,Away,1,17,Rúben Neves,Off Target,28,Right Foot,,Nélson Semedo,Pass (Live),Nélson Semedo,Dribble
2022-01-03,Wolves,Away,1,18,Nélson Semedo,Saved,18,Right Foot,,Daniel Podence,Pass (Live),,
2022-01-03,Wolves,Away,1,25,Daniel Podence,Saved,16,Right Foot,,Raúl Jiménez,Pass (Live),Romain Saïss,Pass (Live)
2022-01-03,Wolves,Away,1,27,Raúl Jiménez,Off Target,22,Left Foot,,,,,
2022-01-03,Wolves,Away,1,35,Daniel Podence,Blocked,22,Right Foot,,Francisco Trincão,Pass (Live),Francisco Trincão,Dribble
2022-01-03,Wolves,Away,1,39,Romain Saïss,Wayward,11,Head,,Francisco Trincão,Pass (Dead),Fernando Marçal,Fouled
2022-01-03,Wolves,Away,1,41,Raúl Jiménez,Blocked,9,Left Foot,,Daniel Podence,Pass (Live),João Moutinho,Pass (Live)
2022-01-03,Wolves,Away,1,45+1,Conor Coady,Blocked,8,Head,,João Moutinho,Pass (Dead),,
2022-01-03,Wolves,Away,1,45+2,Rúben Neves,Blocked,26,Right Foot,,João Moutinho,Pass (Live),Daniel Podence,Pass (Live)
2022-01-03,Wolves,Away,2,58,Nélson Semedo,Blocked,21,Left Foot,,Francisco Trincão,Pass (Live),Daniel Podence,Pass (Live)
2022-01-03,Wolves,Away,2,59,Daniel Podence,Saved,12,Head,,Francisco Trincão,Pass (Dead),Nélson Semedo,Shot
2022-01-03,Wolves,Away,2,65,Romain Saïss,Off Target,9,Head,,Daniel Podence,Pass (Live),Daniel Podence,Dribble
2022-01-03,Wolves,Away,2,75,Romain Saïss,Woodwork,24,Left Foot,Free kick,Adama Traoré,Fouled,Rúben Neves,Pass (Live)
2022-01-03,Wolves,Away,2,82,João Moutinho,Goal,20,Right Foot,Half volley,,,,
2022-01-11,Southampton,Home,1,2,Nathan Tella,Off Target,23,Right Foot,Volley,,,,
2022-01-11,Southampton,Home,1,5,Jan Bednarek,Goal,3,Head,,James Ward-Prowse,Pass (Dead),,
2022-01-11,Southampton,Home,1,14,James Ward-Prowse,Blocked,25,Right Foot,,Ibrahima Diallo,Pass (Live),Armando Broja,Pass (Live)
2022-01-11,Southampton,Home,1,28,Romain Perraud,Wayward,16,Left Foot,Half volley,,,,
2022-01-11,Southampton,Home,1,33,Oriol Romeu,Off Target,12,Right Foot,Half volley,,,,
2022-01-11,Southampton,Home,1,35,Oriol Romeu,Blocked,35,Right Foot,,Mohammed Salisu,Pass (Live),Mohammed Salisu,Interception
2022-01-11,Southampton,Home,1,37,Ibrahima Diallo,Woodwork,23,Right Foot,Half volley,,,,
2022-01-11,Southampton,Home,1,39,Romain Perraud,Saved,5,Head,Deflected,Nathan Redmond,Pass (Live),Jan Bednarek,Pass (Dead)
2022-01-11,Southampton,Home,2,49,Armando Broja,Goal,14,Right Foot,,Oriol Romeu,Pass (Live),Mohammed Salisu,Pass (Live)
2022-01-11,Southampton,Home,2,57,Ibrahima Diallo,Saved,21,Right Foot,,Oriol Romeu,Pass (Live),Ibrahima Diallo,Pass (Live)
2022-01-11,Southampton,Home,2,70,Che Adams,Goal,13,Right Foot,Half volley,Ibrahima Diallo,Pass (Live),,
2022-01-11,Southampton,Home,2,80,Adam Armstrong,Saved,17,Right Foot,,Ibrahima Diallo,Pass (Live),Oriol Romeu,Pass (Live)
2022-01-11,Brentford,Away,1,23,Vitaly Janelt,Goal,10,Left Foot,Volley,Bryan Mbeumo,Pass (Live),Mads Roerslev,Pass (Live)
2022-01-11,Brentford,Away,1,25,Vitaly Janelt,Saved,27,Left Foot,,Shandon Baptiste,Pass (Live),Vitaly Janelt,Pass (Live)
2022-01-11,Brentford,Away,2,83,Ivan Toney,Blocked,12,Right Foot,Half volley,Finley Stevens,Pass (Live),,
2022-01-11,Brentford,Away,2,83,Ivan Toney,Saved,6,Right Foot,Half volley,Ivan Toney,Tackle,,
2022-01-11,Brentford,Away,2,85,Bryan Mbeumo,Saved,5,Left Foot,Volley,Mathias Jensen,Pass (Live),Kristoffer Ajer,Pass (Live)
2022-01-12,West Ham,Away,1,2,Jarrod Bowen,Saved,15,Left Foot,Half volley,Manuel Lanzini,Pass (Live),Nikola Vlašić,Pass (Live)
2022-01-12,West Ham,Away,1,6,Manuel Lanzini,Off Target,20,Right Foot,,Nikola Vlašić,Pass (Live),Nikola Vlašić,Dribble
2022-01-12,West Ham,Away,1,24,Craig Dawson,Blocked,8,Left Foot,Volley,Craig Dawson,Dribble,,
2022-01-12,West Ham,Away,1,26,Manuel Lanzini,Saved,26,Right Foot,,Pablo Fornals,Pass (Dead),Craig Dawson,Shot
2022-01-12,West Ham,Away,1,33,Manuel Lanzini,Off Target,18,Right Foot,,Aaron Cresswell,Pass (Dead),Vladimír Coufal,Fouled
2022-01-12,West Ham,Away,1,38,Pablo Fornals,Blocked,21,Right Foot,,Declan Rice,Pass (Live),Manuel Lanzini,Pass (Live)
2022-01-12,West Ham,Away,1,42,Jarrod Bowen,Goal,6,Head,,Vladimír Coufal,Pass (Live),Aaron Cresswell,Pass (Live)
2022-01-12,West Ham,Away,2,48,Nikola Vlašić,Blocked,22,Right Foot,,Pablo Fornals,Pass (Dead),,
2022-01-12,West Ham,Away,2,52,Michail Antonio,Off Target,9,Left Foot,,Pablo Fornals,Pass (Live),Manuel Lanzini,Pass (Live)
2022-01-12,West Ham,Away,2,57,Jarrod Bowen,Woodwork,14,Left Foot,Lob,Pablo Fornals,Pass (Live),Manuel Lanzini,Pass (Live)
2022-01-12,West Ham,Away,2,61,Jarrod Bowen,Blocked,13,Right Foot,,Pablo Fornals,Pass (Live),Michail Antonio,Pass (Live)
2022-01-12,West Ham,Away,2,83,Jarrod Bowen,Goal,4,Left Foot,Open goal,Arthur Masuaku,Pass (Live),Pablo Fornals,Pass (Live)
2022-01-12,West Ham,Away,2,90,Andriy Yarmolenko,Saved,16,Right Foot,,Vladimír Coufal,Pass (Live),Declan Rice,Pass (Live)
2022-01-12,Norwich City,Away,1,9,Adam Idah,Blocked,5,Head,,Milot Rashica,Pass (Dead),Przemysław Płacheta,Pass (Live)
2022-01-12,Norwich City,Away,1,10,Kenny McLean,Off Target,25,Left Foot,,Milot Rashica,Pass (Live),Adam Idah,Pass (Live)
2022-01-12,Norwich City,Away,1,13,Milot Rashica,Saved,18,Left Foot,,Adam Idah,Pass (Live),Brandon Williams,Pass (Live)
2022-01-12,Norwich City,Away,1,40,Przemysław Płacheta,Saved,25,Left Foot,,Teemu Pukki,Pass (Live),Pierre Lees-Melou,Pass (Live)
2022-01-12,Norwich City,Away,2,68,Adam Idah,Saved to Post,22,Right Foot,,Adam Idah,Dribble,,
2022-01-12,Norwich City,Away,2,73,Christos Tzolis,Off Target,35,Right Foot,,Teemu Pukki,Pass (Live),,
2022-01-12,Norwich City,Away,2,90+1,Kieran Dowell,Wayward,11,Head,,Brandon Williams,Pass (Live),Jon Rowe,Pass (Live)
2022-01-14,Brighton,Away,1,5,Leandro Trossard,Blocked,15,Left Foot,Half volley,Leandro Trossard,Dribble,Alexis Mac Allister,Pass (Live)
2022-01-14,Brighton,Away,1,7,Adam Lallana,Blocked,29,Left Foot,,,,,
2022-01-14,Brighton,Away,1,10,Leandro Trossard,Saved,12,Right Foot,,Marc Cucurella,Pass (Live),,
2022-01-14,Brighton,Away,1,20,Neal Maupay,Off Target,15,Right Foot,Half volley,Joël Veltman,Pass (Live),,
2022-01-14,Brighton,Away,1,23,Adam Lallana,Blocked,24,Right Foot,Half volley,Pascal Groß,Pass (Live),Jakub Moder,Pass (Live)
2022-01-14,Brighton,Away,1,38,Pascal Groß (pen),Saved,12,Right Foot,,Joël Veltman,Fouled,Leandro Trossard,Dribble
2022-01-14,Brighton,Away,1,38,Dan Burn,Saved,12,Head,Diving header,Pascal Groß,Pass (Dead),,
2022-01-14,Brighton,Away,1,45+3,Leandro Trossard,Off Target,25,Right Foot,,Marc Cucurella,Pass (Live),Adam Webster,Pass (Live)
2022-01-14,Brighton,Away,2,47,Leandro Trossard,Wayward,20,Right Foot,Half volley,Neal Maupay,Dribble,Marc Cucurella,Pass (Dead)
2022-01-14,Brighton,Away,2,47,Jakub Moder,Woodwork,8,Right Foot,Volley,Pascal Groß,Pass (Live),Joël Veltman,Pass (Live)
2022-01-14,Brighton,Away,2,50,Jakub Moder,Saved,8,Left Foot,Half volley,Alexis Mac Allister,Pass (Live),Neal Maupay,Pass (Live)
2022-01-14,Brighton,Away,2,50,Pascal Groß,Off Target,20,Right Foot,Volley,Jakub Moder,Shot,,
2022-01-14,Brighton,Away,2,52,Leandro Trossard,Blocked,17,Left Foot,,Neal Maupay,Pass (Live),Adam Lallana,Pass (Live)
2022-01-14,Brighton,Away,2,63,Adam Webster,Wayward,8,Head,,Pascal Groß,Pass (Dead),,
2022-01-14,Brighton,Away,2,65,Leandro Trossard,Wayward,14,Left Foot,Volley,Pascal Groß,Pass (Live),Tariq Lamptey,Pass (Live)
2022-01-14,Brighton,Away,2,72,Alexis Mac Allister,Blocked,22,Right Foot,Volley,,,,
2022-01-14,Brighton,Away,2,74,Adam Webster,Wayward,9,Head,,Alexis Mac Allister,Pass (Dead),Jakub Moder,Pass (Live)
2022-01-14,Brighton,Away,2,90+2,Solly March,Off Target,25,Left Foot,Half volley,,,,
2022-01-14,Brighton,Away,2,90+3,Danny Welbeck,Off Target,9,Head,,Solly March,Pass (Live),Alexis Mac Allister,Pass (Live)
2022-01-14,Brighton,Away,2,90+4,Solly March,Blocked,21,Left Foot,,Tariq Lamptey,Pass (Live),,
2022-01-14,Crystal Palace,Away,1,45,Eberechi Eze,Blocked,27,Right Foot,,Tyrick Mitchell,Pass (Live),Will Hughes,Pass (Live)
2022-01-14,Crystal Palace,Away,2,53,Eberechi Eze,Off Target,26,Right Foot,,Jeffrey Schlupp,Pass (Live),Michael Olise,Pass (Live)
2022-01-14,Crystal Palace,Away,2,69,Conor Gallagher,Goal,9,Right Foot,Half volley,Jeffrey Schlupp,Pass (Live),Luka Milivojević,Pass (Live)
2022-01-15,Manchester City,Home,1,13,João Cancelo,Blocked,22,Right Foot,,,,,
2022-01-15,Manchester City,Home,1,14,John Stones,Saved,7,Head,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Dead)
2022-01-15,Manchester City,Home,1,24,Kevin De Bruyne,Saved,13,Left Foot,,Jack Grealish,Pass (Live),João Cancelo,Pass (Live)
2022-01-15,Manchester City,Home,1,39,Jack Grealish,Saved,15,Right Foot,,,,,
2022-01-15,Manchester City,Home,1,43,Kevin De Bruyne,Off Target,13,Left Foot,,Jack Grealish,Pass (Live),João Cancelo,Pass (Live)
2022-01-15,Manchester City,Home,2,56,Rodri,Blocked,18,Right Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2022-01-15,Manchester City,Home,2,63,Kevin De Bruyne,Saved,27,Right Foot,Free kick,Jack Grealish,Fouled,Jack Grealish,Dribble
2022-01-15,Manchester City,Home,2,68,Raheem Sterling,Off Target,15,Right Foot,,Phil Foden,Pass (Live),Aymeric Laporte,Pass (Live)
2022-01-15,Manchester City,Home,2,70,Kevin De Bruyne,Goal,24,Right Foot,,Kevin De Bruyne,Dribble,Kevin De Bruyne,Fouled
2022-01-15,Manchester City,Home,2,84,Phil Foden,Off Target,18,Left Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2022-01-15,Manchester City,Home,2,86,Jack Grealish,Saved,10,Left Foot,,Rodri,Pass (Live),Bernardo Silva,Pass (Live)
2022-01-15,Chelsea,Away,2,47,Romelu Lukaku,Saved,23,Left Foot,,Mateo Kovačić,Pass (Live),Mateo Kovačić,Dribble
2022-01-15,Chelsea,Away,2,47,Hakim Ziyech,Off Target,19,Left Foot,Half volley,Romelu Lukaku,Shot,,
2022-01-15,Chelsea,Away,2,49,Marcos Alonso,Off Target,25,Left Foot,,Christian Pulisic,Pass (Live),César Azpilicueta,Pass (Live)
2022-01-15,Chelsea,Away,2,72,Timo Werner,Blocked,8,Right Foot,Half volley,César Azpilicueta,Pass (Live),Marcos Alonso,Pass (Live)
2022-01-15,Norwich City,Home,1,6,Adam Idah,Wayward,11,Head,,Pierre Lees-Melou,Pass (Live),Max Aarons,Pass (Live)
2022-01-15,Norwich City,Home,1,9,Josh Sargent,Blocked,12,Head,,Milot Rashica,Pass (Dead),Adam Idah,Fouled
2022-01-15,Norwich City,Home,1,10,Adam Idah,Blocked,27,Right Foot,,Milot Rashica,Pass (Live),Adam Idah,Pass (Dead)
2022-01-15,Norwich City,Home,1,13,Pierre Lees-Melou,Saved,28,Right Foot,Half volley,Josh Sargent,Pass (Live),Pierre Lees-Melou,Pass (Live)
2022-01-15,Norwich City,Home,1,18,Adam Idah,Goal,10,Right Foot,,Brandon Williams,Pass (Live),Brandon Williams,Interception
2022-01-15,Norwich City,Home,1,31,Ben Gibson,Wayward,10,Head,,Milot Rashica,Pass (Dead),Teemu Pukki,Pass (Live)
2022-01-15,Norwich City,Home,1,41,Pierre Lees-Melou,Wayward,31,Left Foot,,,,,
2022-01-15,Norwich City,Home,2,48,Pierre Lees-Melou,Saved,25,Right Foot,Volley,,,,
2022-01-15,Norwich City,Home,2,50,Josh Sargent,Blocked,18,Right Foot,Half volley,,,,
2022-01-15,Norwich City,Home,2,62,Josh Sargent,Blocked,14,Left Foot,,,,,
2022-01-15,Norwich City,Home,2,66,Pierre Lees-Melou,Wayward,27,Right Foot,Volley,,,,
2022-01-15,Norwich City,Home,2,81,Jakob Sørensen,Wayward,23,Left Foot,Volley,,,,
2022-01-15,Norwich City,Home,2,90+5,Adam Idah,Blocked,20,Right Foot,,Christos Tzolis,Pass (Live),Adam Idah,Pass (Live)
2022-01-15,Norwich City,Home,2,90+9,Milot Rashica,Woodwork,20,Right Foot,,Christos Tzolis,Pass (Live),Jakob Sørensen,Pass (Live)
2022-01-15,Everton,Away,1,3,André Gomes,Blocked,17,Right Foot,,,,,
2022-01-15,Everton,Away,1,12,Demarai Gray,Blocked,27,Right Foot,Free kick,Demarai Gray,Fouled,Demarai Gray,Dribble
2022-01-15,Everton,Away,1,15,Demarai Gray,Saved,19,Right Foot,,Ben Godfrey,Pass (Dead),André Gomes,Fouled
2022-01-15,Everton,Away,1,22,Michael Keane,Off Target,14,Right Foot,Half volley,,,,
2022-01-15,Everton,Away,1,25,Dominic Calvert-Lewin,Saved,12,Head,,Demarai Gray,Pass (Live),Salomón Rondón,Pass (Live)
2022-01-15,Everton,Away,1,34,Salomón Rondón,Saved,12,Right Foot,Volley,Séamus Coleman,Pass (Live),Abdoulaye Doucouré,Pass (Live)
2022-01-15,Everton,Away,1,42,Abdoulaye Doucouré,Blocked,26,Right Foot,Half volley,,,,
2022-01-15,Everton,Away,2,60,Richarlison,Goal,12,Right Foot,Overhead kick,,,,
2022-01-15,Everton,Away,2,68,Richarlison,Blocked,5,Head,,Anthony Gordon,Pass (Dead),Ben Godfrey,Pass (Live)
2022-01-15,Everton,Away,2,72,Richarlison,Blocked,29,Right Foot,,Demarai Gray,Pass (Live),Richarlison,Pass (Live)
2022-01-15,Everton,Away,2,83,Anthony Gordon,Blocked,10,Right Foot,,Ben Godfrey,Pass (Live),Demarai Gray,Pass (Live)
2022-01-15,Everton,Away,2,85,Ben Godfrey,Saved,24,Left Foot,Half volley,Anthony Gordon,Pass (Live),Dominic Calvert-Lewin,Pass (Live)
2022-01-15,Newcastle Utd,Away,1,1,Jonjo Shelvey,Off Target,21,Left Foot,Volley,Joelinton,Fouled,Allan Saint-Maximin,Pass (Live)
2022-01-15,Newcastle Utd,Away,1,11,Joelinton,Woodwork,7,Left Foot,Volley,,,,
2022-01-15,Newcastle Utd,Away,1,19,Joelinton,Off Target,5,Right Foot,Volley,Ryan Fraser,Pass (Live),Sean Longstaff,Pass (Live)
2022-01-15,Newcastle Utd,Away,1,22,Chris Wood,Off Target,8,Head,,Ryan Fraser,Pass (Live),Joelinton,Pass (Live)
2022-01-15,Newcastle Utd,Away,1,24,Chris Wood,Off Target,5,Head,,Jamaal Lascelles,Pass (Live),Kieran Trippier,Pass (Dead)
2022-01-15,Newcastle Utd,Away,1,30,Fabian Schär,Off Target,9,Head,,Kieran Trippier,Pass (Dead),Ryan Fraser,Fouled
2022-01-15,Newcastle Utd,Away,1,39,Sean Longstaff,Off Target,22,Left Foot,,,,,
2022-01-15,Newcastle Utd,Away,1,40,Chris Wood,Blocked,6,Left Foot,Half volley,Joelinton,Pass (Live),Jonjo Shelvey,Pass (Live)
