Date,Squad,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event,45+,Home_Away,order,xG
2022-01-02,Chelsea,1,48,Kai Havertz,Blocked,14,Left Foot,,Marcos Alonso,Pass (Live),Christian Pulisic,Pass (Live),1,Home,189,0.07760430872440338
2022-01-02,Chelsea,1,48,Mason Mount,Off Target,10,Right Foot,Volley,Kai Havertz,Shot,,,1,Home,189,0.14080199599266052
2022-01-02,Chelsea,2,51,Marcos Alonso,Off Target,14,Right Foot,,N'Golo Kanté,Pass (Live),N'Golo Kanté,Dribble,0,Home,189,0.0894441306591034
2022-01-02,Liverpool,2,57,Mohamed Salah,Saved,29,Left Foot,Lob,Diogo Jota,Pass (Live),,,0,Away,189,0.02508075162768364
2022-01-02,Liverpool,2,58,Ibrahima Konaté,Off Target,7,Head,,Kostas Tsimikas,Pass (Dead),Mohamed Salah,Shot,0,Away,189,0.05031352862715721
2022-01-02,Liverpool,2,58,Sadio Mané,Saved,18,Right Foot,,Sadio Mané,Dribble,Mohamed Salah,Pass (Live),0,Away,189,0.11612968146800995
2022-01-02,Chelsea,2,62,Christian Pulisic,Saved,9,Left Foot,Half volley,Marcos Alonso,Pass (Live),Kai Havertz,Pass (Live),0,Home,189,0.3701299428939819
2022-01-02,Liverpool,2,66,Kostas Tsimikas,Off Target,21,Left Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Dead),0,Away,189,0.023885520175099373
2022-01-02,Chelsea,2,72,Christian Pulisic,Off Target,22,Left Foot,,N'Golo Kanté,Pass (Live),Mateo Kovačić,Pass (Live),0,Home,189,0.021298941224813458
2022-01-02,Chelsea,2,82,Mason Mount,Blocked,28,Right Foot,Free kick,Mateo Kovačić,Fouled,Marcos Alonso,Pass (Dead),0,Home,189,0.04429393634200096
2022-01-02,Chelsea,2,82,Mason Mount,Saved,26,Right Foot,Half volley,Mason Mount,Shot,,,0,Home,189,0.011415737681090832
2022-01-02,Chelsea,2,84,Marcos Alonso,Saved,31,Left Foot,Free kick,Callum Hudson-Odoi,Fouled,Mason Mount,Pass (Live),0,Home,189,0.03080618940293789
2022-01-02,Chelsea,2,86,Mateo Kovačić,Blocked,18,Right Foot,,Callum Hudson-Odoi,Pass (Live),Marcos Alonso,Pass (Live),0,Home,189,0.02280173823237419
2022-01-02,Chelsea,2,87,Antonio Rüdiger,Off Target,7,Head,,Mason Mount,Pass (Dead),Mateo Kovačić,Shot,0,Home,189,0.09998424351215364
2022-01-03,Wolves,1,2,João Moutinho,Blocked,28,Right Foot,,Francisco Trincão,Pass (Live),João Moutinho,Pass (Live),0,Away,190,0.023722399026155472
2022-01-03,Manchester Utd,1,7,Jadon Sancho,Blocked,20,Right Foot,,Mason Greenwood,Pass (Live),Nemanja Matić,Pass (Live),0,Home,190,0.06836749613285065
2022-01-03,Wolves,1,8,Fernando Marçal,Wayward,30,Left Foot,Half volley,,,,,0,Away,190,0.0139610655605793
2022-01-03,Wolves,1,12,Daniel Podence,Saved,16,Left Foot,,Raúl Jiménez,Pass (Live),Conor Coady,Pass (Live),0,Away,190,0.09296885877847673
2022-01-03,Wolves,1,12,Rúben Neves,Saved,25,Right Foot,Volley,,,,,0,Away,190,0.014904160983860491
2022-01-03,Wolves,1,13,Fernando Marçal,Off Target,29,Left Foot,Volley,,,,,0,Away,190,0.012543649412691591
2022-01-03,Wolves,1,17,Rúben Neves,Off Target,28,Right Foot,,Nélson Semedo,Pass (Live),Nélson Semedo,Dribble,0,Away,190,0.014947751536965368
2022-01-03,Wolves,1,18,Nélson Semedo,Saved,18,Right Foot,,Daniel Podence,Pass (Live),,,0,Away,190,0.05437862128019333
2022-01-03,Manchester Utd,1,20,Jadon Sancho,Blocked,13,Right Foot,,Aaron Wan-Bissaka,Pass (Live),Scott McTominay,Pass (Live),0,Home,190,0.02705834060907364
2022-01-03,Wolves,1,25,Daniel Podence,Saved,16,Right Foot,,Raúl Jiménez,Pass (Live),Romain Saïss,Pass (Live),0,Away,190,0.04982742667198181
2022-01-03,Manchester Utd,1,26,Cristiano Ronaldo,Saved,24,Left Foot,,Scott McTominay,Pass (Live),Jadon Sancho,Pass (Live),0,Home,190,0.020646192133426663
2022-01-03,Wolves,1,27,Raúl Jiménez,Off Target,22,Left Foot,,,,,,0,Away,190,0.033056572079658515
2022-01-03,Wolves,1,35,Daniel Podence,Blocked,22,Right Foot,,Francisco Trincão,Pass (Live),Francisco Trincão,Dribble,0,Away,190,0.02998324111104012
2022-01-03,Wolves,1,39,Romain Saïss,Wayward,11,Head,,Francisco Trincão,Pass (Dead),Fernando Marçal,Fouled,0,Away,190,0.1292666345834732
2022-01-03,Wolves,1,41,Raúl Jiménez,Blocked,9,Left Foot,,Daniel Podence,Pass (Live),João Moutinho,Pass (Live),0,Away,190,0.08419628441333771
2022-01-03,Manchester Utd,1,43,Edinson Cavani,Off Target,24,Right Foot,,Luke Shaw,Pass (Live),David de Gea,Pass (Live),0,Home,190,0.017145030200481415
2022-01-03,Wolves,1,46,Conor Coady,Blocked,8,Head,,João Moutinho,Pass (Dead),,,1,Away,190,0.08703293651342392
2022-01-03,Wolves,1,47,Rúben Neves,Blocked,26,Right Foot,,João Moutinho,Pass (Live),Daniel Podence,Pass (Live),1,Away,190,0.023215418681502342
2022-01-03,Manchester Utd,2,51,Mason Greenwood,Off Target,31,Left Foot,,Phil Jones,Pass (Live),Mason Greenwood,Pass (Live),0,Home,190,0.009470075368881227
2022-01-03,Wolves,2,58,Nélson Semedo,Blocked,21,Left Foot,,Francisco Trincão,Pass (Live),Daniel Podence,Pass (Live),0,Away,190,0.025008941069245342
2022-01-03,Wolves,2,59,Daniel Podence,Saved,12,Head,,Francisco Trincão,Pass (Dead),Nélson Semedo,Shot,0,Away,190,0.033258333802223206
2022-01-03,Wolves,2,65,Romain Saïss,Off Target,9,Head,,Daniel Podence,Pass (Live),Daniel Podence,Dribble,0,Away,190,0.013773505575954914
2022-01-03,Manchester Utd,2,67,Bruno Fernandes,Woodwork,11,Right Foot,,Nemanja Matić,Pass (Live),Jadon Sancho,Pass (Dead),0,Home,190,0.32680925726890564
2022-01-03,Manchester Utd,2,69,Cristiano Ronaldo,Off Target,17,Left Foot,,Bruno Fernandes,Pass (Live),,,0,Home,190,0.10303068906068802
2022-01-03,Manchester Utd,2,70,Scott McTominay,Blocked,15,Left Foot,,Scott McTominay,Dribble,Cristiano Ronaldo,Pass (Live),0,Home,190,0.10514378547668456
2022-01-03,Wolves,2,75,Romain Saïss,Woodwork,24,Left Foot,Free kick,Adama Traoré,Fouled,Rúben Neves,Pass (Live),0,Away,190,0.055412594228982925
2022-01-03,Wolves,2,82,João Moutinho,Goal,20,Right Foot,Half volley,,,,,0,Away,190,0.04946644604206085
2022-01-03,Manchester Utd,2,96,Bruno Fernandes,Saved,23,Right Foot,Free kick,Phil Jones,Fouled,,,0,Home,190,0.09108094125986099
2022-01-11,Southampton,1,2,Nathan Tella,Off Target,23,Right Foot,Volley,,,,,0,Home,191,0.0440988764166832
2022-01-11,Southampton,1,5,Jan Bednarek,Goal,3,Head,,James Ward-Prowse,Pass (Dead),,,0,Home,191,0.4893295168876648
2022-01-11,Southampton,1,14,James Ward-Prowse,Blocked,25,Right Foot,,Ibrahima Diallo,Pass (Live),Armando Broja,Pass (Live),0,Home,191,0.02583182230591774
2022-01-11,Brentford,1,23,Vitaly Janelt,Goal,10,Left Foot,Volley,Bryan Mbeumo,Pass (Live),Mads Roerslev,Pass (Live),0,Away,191,0.09795910120010376
2022-01-11,Brentford,1,25,Vitaly Janelt,Saved,27,Left Foot,,Shandon Baptiste,Pass (Live),Vitaly Janelt,Pass (Live),0,Away,191,0.027262326329946518
2022-01-11,Southampton,1,28,Romain Perraud,Wayward,16,Left Foot,Half volley,,,,,0,Home,191,0.043391503393650055
2022-01-11,Southampton,1,33,Oriol Romeu,Off Target,12,Right Foot,Half volley,,,,,0,Home,191,0.10017261654138564
2022-01-11,Southampton,1,35,Oriol Romeu,Blocked,35,Right Foot,,Mohammed Salisu,Pass (Live),Mohammed Salisu,Interception,0,Home,191,0.012773266062140465
2022-01-11,Southampton,1,37,Ibrahima Diallo,Woodwork,23,Right Foot,Half volley,,,,,0,Home,191,0.026073750108480453
2022-01-11,Southampton,1,39,Romain Perraud,Saved,5,Head,Deflected,Nathan Redmond,Pass (Live),Jan Bednarek,Pass (Dead),0,Home,191,0.032106027007102966
